,Destination,Price(€),Date,Airline Company,Departure Time,Connection,Class
3129,Tokyo,454,,easyJet,08351,,Economy
3130,Tel Aviv,457,,Norse Atlantic Airways,1040,,Economy
3131,Tokyo,457,,United Airlines,08351,,Economy
3132,Tel Aviv,3621,,easyJet,2045,,Economy
3133,Tokyo,362,,Norse Atlantic Airways,0920,,Economy
3134,Tel Aviv,4361,,United Airlines,1620,,Economy
3135,Tokyo,436,,Ryanair,19501,,Economy
3136,Tel Aviv,437,,Norse Atlantic Airways,1620,,Economy
3137,Tokyo,437,,United Airlines,19501,,Economy
3138,Tel Aviv,4541,,Wizz Air,0505,,Economy
3139,Tokyo,454,,Norse Atlantic Airways,06001,,Economy
3140,Tel Aviv,4541,,JetBlue Airways,0505,,Economy
3141,Tokyo,454,,easyJet,06001,,Economy
3142,Tel Aviv,3691,,Norse Atlantic Airways,2045,,Economy
3143,Tokyo,369,,Delta Air Lines,0920,,Economy
3144,Tel Aviv,3691,,Wizz Air,2045,,Economy
3145,Tokyo,369,,Wizz Air,0920,,Economy
3146,Tel Aviv,3691,,Wizz Air,2045,,Economy
3147,Tokyo,369,,Wizz Air,0920,,Economy
3148,Tel Aviv,371,,Wizz Air,2045,,Economy
3149,Tokyo,371,,Wizz Air,0920,,Economy
3150,Tel Aviv,4571,,Wizz Air,0505,,Economy
3151,Tokyo,457,,Wizz Air,06001,,Economy
3152,Tel Aviv,4452,,Wizz Air,1620,,Economy
3153,Tokyo,445,,Wizz Air,19501,,Economy
3154,Tel Aviv,3761,,Wizz Air,2045,,Economy
3155,Tokyo,376,,Wizz Air,0920,,Economy
3156,Tel Aviv,3781,,Wizz Air,2050,,Economy
3157,Tokyo,378,,Wizz Air,0920,,Economy
3158,Tel Aviv,3781,,Wizz Air,2050,,Economy
3159,Tokyo,378,,Wizz Air,0920,,Economy
3160,Tel Aviv,453,,Wizz Air,1620,,Economy
3161,Tokyo,453,,Wizz Air,19501,,Economy
3162,Tel Aviv,4531,,Wizz Air,1620,,Economy
3163,Tokyo,453,,Wizz Air,19501,,Economy
3164,Tel Aviv,453,,Wizz Air,1620,,Economy
3165,Tokyo,453,,Wizz Air,19501,,Economy
3166,Tel Aviv,4531,,Wizz Air,1620,,Economy
3167,Tokyo,453,,Wizz Air,19501,,Economy
3168,Tel Aviv,454,,Wizz Air,1620,,Economy
3169,Tokyo,454,,Wizz Air,19501,,Economy
3170,Tel Aviv,454,,Wizz Air,1620,,Economy
3171,Tokyo,454,,Aegean,19501,,Economy
3172,Tel Aviv,3781,,Ryanair,1915,,Economy
3173,Tokyo,378,,Vueling,0920,,Economy
3174,Tel Aviv,3801,,Aegean,1820,,Economy
3175,Tokyo,380,,Vueling,0920,,Economy
3176,Tel Aviv,3591,,Ryanair,1540,,Economy
3177,Tokyo,359,,Vueling,0920,,Economy
3178,Tel Aviv,3651,,El Al Israel Airlines,1540,,Economy
3179,Tokyo,365,,Ryanair,0920,,Economy
3180,Tel Aviv,3521,,Vueling,1205,,Economy
3181,Tokyo,352,,Aegean,0920,,Economy
3182,Tel Aviv,518,,Vueling,0750,,Economy
3183,Tokyo,518,,Vueling,09101,,Economy
3184,Tel Aviv,518,,Vueling,0750,,Economy
3185,Tokyo,518,,Vueling,09101,,Economy
3186,Tel Aviv,518,,Ryanair,0750,,Economy
3187,Tokyo,518,,Vueling,09101,,Economy
3188,Tel Aviv,531,,Ryanair,1705,,Economy
3189,Porto,53,,Vueling,2320,,Economy
3190,Tel Aviv,531,,Aegean,1705,,Economy
3191,Porto,53,,Ryanair,2320,,Economy
3192,Tel Aviv,57,,Vueling,1705,,Economy
3193,Porto,57,,Aegean,2320,,Economy
3194,Tel Aviv,57,,Vueling,1705,,Economy
3195,Porto,57,,Ryanair,2320,,Economy
3196,Tel Aviv,57,,Vueling,1705,,Economy
3197,Porto,57,,Ryanair,2320,,Economy
3198,Tel Aviv,58,,Vueling,1705,,Economy
3199,Porto,58,,Ryanair,2320,,Economy
3200,Tel Aviv,603,,Vueling,1705,,Economy
3201,Porto,60,,Aegean,2320,,Economy
3202,Tel Aviv,61,,Vueling,1705,,Economy
3203,Porto,61,,easyJet,2320,,Economy
3204,Tel Aviv,61,,Play,1705,,Economy
3205,Porto,61,,El Al Israel Airlines,2320,,Economy
3206,Tel Aviv,62,,Wizz Air,1705,,Economy
3207,Porto,62,,Ryanair,2320,,Economy
3208,Tel Aviv,621,,Vueling,1705,,Economy
3209,Porto,62,,Ryanair,2320,,Economy
3210,Tel Aviv,62,,Play,1705,,Economy
3211,Porto,62,,Vueling,2320,,Economy
3212,Tel Aviv,62,,Vueling,1705,,Economy
3213,Porto,62,,Vueling,2320,,Economy
3214,Tel Aviv,63,,Vueling,1705,,Economy
3215,Porto,63,,Ryanair,2320,,Economy
3216,Tel Aviv,63,,Vueling,1705,,Economy
3217,Porto,63,,easyJet,2320,,Economy
3218,Tel Aviv,60,,Ryanair,1120,,Economy
3219,Porto,60,,Vueling,1905,,Economy
3220,Tel Aviv,60,,easyJet,1120,,Economy
3221,Porto,60,,Ryanair,1905,,Economy
3222,Tel Aviv,61,,Vueling,1120,,Economy
3223,Porto,61,,Ryanair,1905,,Economy
3224,Tel Aviv,61,,Vueling,1120,,Economy
3225,Porto,61,,Wizz Air,1905,,Economy
3226,Tel Aviv,61,,Ryanair,1120,,Economy
3227,Porto,61,,Vueling,1905,,Economy
3228,Tel Aviv,621,,Ryanair,1120,,Economy
3229,Porto,62,,Vueling,1905,,Economy
3230,Tel Aviv,62,,Vueling,1120,,Economy
3231,Porto,62,,TUS Airways,1905,,Economy
3232,Tel Aviv,621,,Ryanair,1405,,Economy
3233,Porto,62,,Aegean,2150,,Economy
3234,Tel Aviv,55,,Aegean,1120,,Economy
3235,Porto,55,,Wizz Air,1905,,Economy
3236,Tel Aviv,75,,Ryanair,1705,,Economy
3237,Porto,75,,TUS Airways,2320,,Economy
3238,Tel Aviv,59,,TUS Airways,1345,,Economy
3239,Porto,59,,Aegean,2210,,Economy
3240,Tel Aviv,65,,Aegean,1120,,Economy
3241,Porto,65,,Aegean,1905,,Economy
3242,Tel Aviv,77,,Wizz Air,1705,,Economy
3243,Porto,77,,Wizz Air,2320,,Economy
3244,Tel Aviv,661,,Arkia,1405,,Economy
3245,Porto,66,,Arkia,2150,,Economy
3246,Tel Aviv,61,,Wizz Air,1345,,Economy
3247,Porto,61,,Wizz Air,2210,,Economy
3248,Tel Aviv,40,,TUS Airways,1900,,Economy
3249,Brussels,40,,Israir,2255,,Economy
3250,Tel Aviv,39,,Aegean,1725,,Economy
3251,Brussels,39,,Aegean,2130,,Economy
3252,Tel Aviv,39,,Aegean,1725,,Economy
3253,Brussels,39,,Aegean,2130,,Economy
3254,Tel Aviv,41,,Aegean,1725,,Economy
3255,Brussels,41,,TUS Airways,2130,,Economy
3256,Tel Aviv,41,,Aegean,1300,,Economy
3257,Brussels,41,,Ryanair,1705,,Economy
3258,Tel Aviv,41,,Ryanair,1300,,Economy
3259,Brussels,41,,Ryanair,1705,,Economy
3260,Tel Aviv,41,,Ryanair,1725,,Economy
3261,Brussels,41,,Ryanair,2130,,Economy
3262,Tel Aviv,42,,Ryanair,1725,,Economy
3263,Brussels,42,,Ryanair,2130,,Economy
3264,Tel Aviv,46,,Ryanair,1300,,Economy
3265,Brussels,46,,Ryanair,1705,,Economy
3266,Tel Aviv,46,,Ryanair,1300,,Economy
3267,Brussels,46,,Ryanair,1705,,Economy
3268,Tel Aviv,46,,Ryanair,1725,,Economy
3269,Brussels,46,,Ryanair,2130,,Economy
3270,Tel Aviv,47,,Ryanair,1315,,Economy
3271,Brussels,47,,Ryanair,1720,,Economy
3272,Tel Aviv,53,,Ryanair,1300,,Economy
3273,Brussels,53,,Ryanair,1705,,Economy
3274,Tel Aviv,53,,Ryanair,1300,,Economy
3275,Brussels,53,,Ryanair,1705,,Economy
3276,Tel Aviv,54,,Ryanair,1725,,Economy
3277,Brussels,54,,Ryanair,2130,,Economy
3278,Tel Aviv,561,,Ryanair,1300,,Economy
3279,Brussels,56,,Ryanair,1705,,Economy
3280,Tel Aviv,56,,Ryanair,1300,,Economy
3281,Brussels,56,,Ryanair,1705,,Economy
3282,Tel Aviv,56,,Ryanair,1300,,Economy
3283,Brussels,56,,Ryanair,1705,,Economy
3284,Tel Aviv,60,,Ryanair,1725,,Economy
3285,Brussels,60,,Ryanair,2130,,Economy
3286,Tel Aviv,61,,Ryanair,1725,,Economy
3287,Brussels,61,,Ryanair,2130,,Economy
3288,Tel Aviv,65,,El Al Israel Airlines,1900,,Economy
3289,Brussels,65,,El Al Israel Airlines,2255,,Economy
3290,Tel Aviv,64,,El Al Israel Airlines,1725,,Economy
3291,Brussels,64,,El Al Israel Airlines,2130,,Economy
3292,Tel Aviv,68,,El Al Israel Airlines,1725,,Economy
3293,Brussels,68,,El Al Israel Airlines,2130,,Economy
3294,Tel Aviv,702,,El Al Israel Airlines,1300,,Economy
3295,Brussels,70,,El Al Israel Airlines,1705,,Economy
3296,Tel Aviv,701,,El Al Israel Airlines,1315,,Economy
3297,Brussels,70,,El Al Israel Airlines,1720,,Economy
3298,Tel Aviv,71,,El Al Israel Airlines,1725,,Economy
3299,Brussels,71,,El Al Israel Airlines,2130,,Economy
3300,Tel Aviv,731,,El Al Israel Airlines,1900,,Economy
3301,Brussels,73,,El Al Israel Airlines,2255,,Economy
3302,Tel Aviv,701,,El Al Israel Airlines,0520,,Economy
3303,Brussels,70,,El Al Israel Airlines,1050,,Economy
3304,Tel Aviv,823,,El Al Israel Airlines,1725,,Economy
3305,Brussels,82,,El Al Israel Airlines,2130,,Economy
3306,Tel Aviv,711,,El Al Israel Airlines,0520,,Economy
3307,Brussels,71,,El Al Israel Airlines,1050,,Economy
3308,Tel Aviv,64,,El Al Israel Airlines,1255,,Economy
3309,Faro,64,,El Al Israel Airlines,2225,,Economy
3310,Tel Aviv,89,,El Al Israel Airlines,1340,,Economy
3311,Faro,89,,El Al Israel Airlines,2010,,Economy
3312,Tel Aviv,85,,El Al Israel Airlines,1305,,Economy
3313,Faro,85,,El Al Israel Airlines,2140,,Economy
3314,Tel Aviv,88,,El Al Israel Airlines,1310,,Economy
3315,Faro,88,,El Al Israel Airlines,2140,,Economy
3316,Tel Aviv,702,,El Al Israel Airlines,2220,,Economy
3317,Faro,70,,El Al Israel Airlines,09351,,Economy
3318,Tel Aviv,94,,SunExpress,1305,,Economy
3319,Faro,94,,SunExpress,2140,,Economy
3320,Tel Aviv,78,,SunExpress,2220,,Economy
3321,Faro,78,,SunExpress,09351,,Economy
3322,Tel Aviv,1023,,SunExpress,1305,,Economy
3323,Faro,102,,SunExpress,2140,,Economy
3324,Tel Aviv,108,,SunExpress,1515,,Economy
3325,Faro,108,,SunExpress,2305,,Economy
3326,Tel Aviv,72,,SunExpress,1930,,Economy
3327,Faro,72,,Pegasus,07551,,Economy
3328,Tel Aviv,1031,,Pegasus,1305,,Economy
3329,Faro,103,,Pegasus,2140,,Economy
3330,Tel Aviv,110,,Pegasus,1515,,Economy
3331,Faro,110,,Pegasus,2305,,Economy
3332,Tel Aviv,1053,,Pegasus,1305,,Economy
3333,Faro,105,,Pegasus,2140,,Economy
3334,Tel Aviv,761,,Pegasus,2145,,Economy
3335,Faro,76,,Pegasus,10001,,Economy
3336,Tel Aviv,543,,Pegasus,1935,,Economy
3337,Faro,54,,Pegasus,10451,,Economy
3338,Tel Aviv,1073,,Pegasus,1305,,Economy
3339,Faro,107,,Pegasus,2140,,Economy
3340,Tel Aviv,114,,Pegasus,1515,,Economy
3341,Faro,114,,Pegasus,2305,,Economy
3342,Tel Aviv,562,,Pegasus,1935,,Economy
3343,Faro,56,,Pegasus,10451,,Economy
3344,Tel Aviv,1091,,SunExpress,1305,,Economy
3345,Faro,109,,SunExpress,2140,,Economy
3346,Tel Aviv,90,,SunExpress,1135,,Economy
3347,Faro,90,,SunExpress,2235,,Economy
3348,Tel Aviv,831,,Ryanair,1950,,Economy
3349,Faro,83,,easyJet,07501,,Economy
3350,Tel Aviv,1113,,Wizz Air,1310,,Economy
3351,Faro,111,,Wizz Air,2140,,Economy
3352,Tel Aviv,103,,easyJet,1205,,Economy
3353,Faro,103,,Wizz Air,2140,,Economy
3354,Tel Aviv,111,,Wizz Air,1305,,Economy
3355,Faro,111,,Wizz Air,2140,,Economy
3356,Tel Aviv,104,,easyJet,1255,,Economy
3357,Faro,104,,Ryanair,2225,,Economy
3358,Tel Aviv,1073,,Croatia Airlines,1410,,Economy
3359,Faro,107,,easyJet,2325,,Economy
3360,Tel Aviv,962,,Wizz Air,1315,,Economy
3361,Faro,96,,easyJet,2355,,Economy
3362,Tel Aviv,931,,Ryanair,2045,,Economy
3363,Faro,93,,Wizz Air,07501,,Economy
3364,Tel Aviv,113,,Wizz Air,1305,,Economy
3365,Faro,113,,Wizz Air UK,2140,,Economy
3366,Tel Aviv,119,,easyJet,1515,,Economy
3367,Faro,119,,Wizz Air,2305,,Economy
3368,Tel Aviv,439,,Vueling,0520,,Economy
3369,Cancún,439,,Wizz Air UK,1920,,Economy
3370,Tel Aviv,3891,,easyJet,2155,,Economy
3371,Cancún,389,,Ryanair,17401,,Economy
3372,Tel Aviv,3922,,easyJet,2155,,Economy
3373,Cancún,392,,Ryanair,17401,,Economy
3374,Tel Aviv,3631,,Croatia Airlines,1210,,Economy
3375,Cancún,363,,Wizz Air,11331,,Economy
3376,Tel Aviv,449,,Wizz Air,0520,,Economy
3377,Cancún,449,,Vueling,1945,,Economy
3378,Tel Aviv,4551,,Wizz Air,0520,,Economy
3379,Cancún,455,,Wizz Air,1920,,Economy
3380,Tel Aviv,3983,,easyJet,2115,,Economy
3381,Cancún,398,,Ryanair,17401,,Economy
3382,Tel Aviv,393,,Croatia Airlines,2045,,Economy
3383,Cancún,393,,Wizz Air,18101,,Economy
3384,Tel Aviv,396,,Volotea,2035,,Economy
3385,Cancún,396,,Wizz Air,19201,,Economy
3386,Tel Aviv,4071,,Vueling,2115,,Economy
3387,Cancún,407,,Ryanair,17401,,Economy
3388,Tel Aviv,4071,,easyJet,2115,,Economy
3389,Cancún,407,,Wizz Air,17401,,Economy
3390,Tel Aviv,4691,,Ryanair,0520,,Economy
3391,Cancún,469,,Wizz Air,1920,,Economy
3392,Tel Aviv,4661,,Wizz Air,0520,,Economy
3393,Cancún,466,,Wizz Air,1945,,Economy
3394,Tel Aviv,4192,,Wizz Air UK,2255,,Economy
3395,Cancún,419,,easyJet,19201,,Economy
3396,Tel Aviv,4042,,easyJet,1950,,Economy
3397,Cancún,404,,Ryanair,17401,,Economy
3398,Tel Aviv,4761,,easyJet,0520,,Economy
3399,Cancún,476,,Ryanair,1920,,Economy
3400,Tel Aviv,4261,,Ryanair,2255,,Economy
3401,Cancún,426,,Ryanair,19201,,Economy
3402,Tel Aviv,4892,,Ryanair,0515,,Economy
3403,Cancún,489,,Ryanair,1755,,Economy
3404,Tel Aviv,4041,,Ryanair,1255,,Economy
3405,Cancún,404,,Ryanair,11391,,Economy
3406,Tel Aviv,4801,,Ryanair,0520,,Economy
3407,Cancún,480,,Ryanair,1945,,Economy
3408,Tel Aviv,4292,,Ryanair,2255,,Economy
3409,Cancún,429,,Ryanair,19451,,Economy
3410,Tel Aviv,4841,,Ryanair,0520,,Economy
3411,Cancún,484,,Ryanair,1920,,Economy
3412,Tel Aviv,4122,,Ryanair,1825,,Economy
3413,Cancún,412,,Ryanair,17551,,Economy
3414,Tel Aviv,4931,,Ryanair,0510,,Economy
3415,Cancún,493,,Ryanair,1740,,Economy
3416,Tel Aviv,4141,,Ryanair,1825,,Economy
3417,Cancún,414,,Ryanair,17551,,Economy
3418,Tel Aviv,4902,,Ryanair,0520,,Economy
3419,Cancún,490,,Ryanair,1920,,Economy
3420,Tel Aviv,4941,,Ryanair,0510,,Economy
3421,Cancún,494,,Wizz Air,1740,,Economy
3422,Tel Aviv,4371,,Ryanair,2255,,Economy
3423,Cancún,437,,Ryanair,19451,,Economy
3424,Tel Aviv,4931,,Ryanair,0520,,Economy
3425,Cancún,493,,Ryanair,1920,,Economy
3426,Tel Aviv,5062,,Ryanair,0515,,Economy
3427,Cancún,506,,Ryanair,1755,,Economy
3428,Tel Aviv,541,,Ryanair,1115,,Economy
3429,Mykonos,54,,Wizz Air,1305,,Economy
3430,Tel Aviv,712,,Wizz Air,0740,,Economy
3431,Mykonos,71,,Wizz Air,0925,,Economy
3432,Tel Aviv,781,,Wizz Air,1115,,Economy
3433,Mykonos,78,,Wizz Air,1255,,Economy
3434,Tel Aviv,782,,Wizz Air,1115,,Economy
3435,Mykonos,78,,Wizz Air,1305,,Economy
3436,Tel Aviv,783,,Wizz Air,1115,,Economy
3437,Mykonos,78,,Wizz Air,1305,,Economy
3438,Tel Aviv,893,,Wizz Air,1115,,Economy
3439,Mykonos,89,,Wizz Air,1255,,Economy
3440,Tel Aviv,89,,Wizz Air,1115,,Economy
3441,Mykonos,89,,Wizz Air,1305,,Economy
3442,Tel Aviv,891,,Wizz Air,1115,,Economy
3443,Mykonos,89,,Wizz Air,1305,,Economy
3444,Tel Aviv,711,,Wizz Air,0520,,Economy
3445,Mykonos,71,,Wizz Air,1030,,Economy
3446,Tel Aviv,711,,Wizz Air,0520,,Economy
3447,Mykonos,71,,Wizz Air,1030,,Economy
3448,Tel Aviv,711,,Wizz Air,0520,,Economy
3449,Mykonos,71,,Wizz Air,1030,,Economy
3450,Tel Aviv,711,,Wizz Air,0520,,Economy
3451,Mykonos,71,,Wizz Air,1030,,Economy
3452,Tel Aviv,72,,Wizz Air,0520,,Economy
3453,Mykonos,72,,Wizz Air,1030,,Economy
3454,Tel Aviv,72,,Wizz Air,0520,,Economy
3455,Mykonos,72,,Wizz Air,1030,,Economy
3456,Tel Aviv,85,,Wizz Air,1940,,Economy
3457,Mykonos,85,,Wizz Air,2359,,Economy
3458,Tel Aviv,1092,,Wizz Air,1120,,Economy
3459,Mykonos,109,,Ryanair,1255,,Economy
3460,Tel Aviv,811,,Ryanair,0520,,Economy
3461,Mykonos,81,,Ryanair,1030,,Economy
3462,Tel Aviv,811,,Ryanair,0520,,Economy
3463,Mykonos,81,,Ryanair,1030,,Economy
3464,Tel Aviv,811,,Ryanair,0520,,Economy
3465,Mykonos,81,,Ryanair,1030,,Economy
3466,Tel Aviv,811,,Ryanair,0520,,Economy
3467,Mykonos,81,,Ryanair,1030,,Economy
3468,Tel Aviv,109,,Ryanair,1115,,Economy
3469,Mykonos,109,,Ryanair,1255,,Economy
3470,Tel Aviv,821,,Ryanair,0520,,Economy
3471,Mykonos,82,,Ryanair,1030,,Economy
3472,Tel Aviv,1093,,Ryanair,1115,,Economy
3473,Mykonos,109,,easyJet,1305,,Economy
3474,Tel Aviv,1123,,Ryanair,0830,,Economy
3475,Mykonos,112,,Ryanair,0959,,Economy
3476,Tel Aviv,831,,Wizz Air,0520,,Economy
3477,Mykonos,83,,Ryanair,1030,,Economy
3478,Tel Aviv,831,,Ryanair,0520,,Economy
3479,Mykonos,83,,Wizz Air,1030,,Economy
3480,Tel Aviv,831,,Ryanair,0520,,Economy
3481,Mykonos,83,,Ryanair,1030,,Economy
3482,Tel Aviv,871,,Wizz Air,0620,,Economy
3483,Zürich,87,,Ryanair,1020,,Economy
3484,Tel Aviv,87,,Ryanair,0520,,Economy
3485,Zürich,87,,Ryanair,1020,,Economy
3486,Tel Aviv,89,,easyJet,0520,,Economy
3487,Zürich,89,,Ryanair,1020,,Economy
3488,Tel Aviv,89,,Ryanair,0520,,Economy
3489,Zürich,89,,Ryanair,1020,,Economy
3490,Tel Aviv,891,,easyJet,0520,,Economy
3491,Zürich,89,,Ryanair,1020,,Economy
3492,Tel Aviv,89,,Ryanair,0520,,Economy
3493,Zürich,89,,Wizz Air,1020,,Economy
3494,Tel Aviv,89,,Ryanair,0520,,Economy
3495,Zürich,89,,Ryanair,1020,,Economy
3496,Tel Aviv,891,,Ryanair,0520,,Economy
3497,Zürich,89,,Norse Atlantic Airways,1020,,Economy
3498,Tel Aviv,90,,Delta Air Lines,0520,,Economy
3499,Zürich,90,,Ryanair,1020,,Economy
3500,Tel Aviv,91,,Norse Atlantic Airways,0520,,Economy
3501,Zürich,91,,United Airlines,1020,,Economy
3502,Tel Aviv,83,,Wizz Air,1110,,Economy
3503,Zürich,83,,Ryanair,1715,,Economy
3504,Tel Aviv,83,,Norse Atlantic Airways,1110,,Economy
3505,Zürich,83,,Spirit Airlines,1715,,Economy
3506,Tel Aviv,911,,Wizz Air UK,0510,,Economy
3507,Zürich,91,,Ryanair UK,1020,,Economy
3508,Tel Aviv,911,,Norse Atlantic Airways,0510,,Economy
3509,Zürich,91,,Frontier Airlines,1020,,Economy
3510,Tel Aviv,932,,Ryanair,0520,,Economy
3511,Zürich,93,,Norse Atlantic Airways,1020,,Economy
3512,Tel Aviv,852,,Spirit Airlines,1110,,Economy
3513,Zürich,85,,Wizz Air UK,1715,,Economy
3514,Tel Aviv,85,,Ryanair UK,1110,,Economy
3515,Zürich,85,,Norse Atlantic Airways,1715,,Economy
3516,Tel Aviv,991,,Frontier Airlines,0520,,Economy
3517,Zürich,99,,Wizz Air UK,1020,,Economy
3518,Tel Aviv,992,,Ryanair UK,0520,,Economy
3519,Zürich,99,,Norse Atlantic Airways,1020,,Economy
3520,Tel Aviv,96,,Spirit Airlines,1110,,Economy
3521,Zürich,96,,Wizz Air UK,1715,,Economy
3522,Tel Aviv,106,,Ryanair UK,0520,,Economy
3523,Zürich,106,,Norse Atlantic Airways,1020,,Economy
3524,Tel Aviv,106,,Frontier Airlines,0520,,Economy
3525,Zürich,106,,Ryanair,1020,,Economy
3526,Tel Aviv,1071,,Norse Atlantic Airways,0520,,Economy
3527,Zürich,107,,Spirit Airlines,1020,,Economy
3528,Tel Aviv,1071,,Wizz Air UK,0520,,Economy
3529,Zürich,107,,Ryanair UK,1020,,Economy
3530,Tel Aviv,108,,Norse Atlantic Airways,0520,,Economy
3531,Zürich,108,,Spirit Airlines,1020,,Economy
3532,Tel Aviv,1002,,Wizz Air UK,1110,,Economy
3533,Zürich,100,,Ryanair UK,1715,,Economy
3534,Tel Aviv,1142,,Norse Atlantic Airways,0520,,Economy
3535,Zürich,114,,Spirit Airlines,1020,,Economy
3536,Tel Aviv,119,,Wizz Air,0520,,Economy
3537,Zürich,119,,Blue Air,1020,,Economy
3538,Tel Aviv,1192,,Norse Atlantic Airways,0520,,Economy
3539,Zürich,119,,Spirit Airlines,1020,,Economy
3540,Tel Aviv,1211,,Wizz Air UK,0520,,Economy
3541,Zürich,121,,Ryanair UK,1020,,Economy
3542,Tel Aviv,467,,Norse Atlantic Airways,1405,,Economy
3543,Lima,467,,Spirit Airlines,11251,,Economy
3544,Tel Aviv,406,,Wizz Air,1120,,Economy
3545,Lima,406,,Ryanair,19151,,Economy
3546,Tel Aviv,406,,Norse Atlantic Airways,1120,,Economy
3547,Lima,406,,Spirit Airlines,19151,,Economy
3548,Tel Aviv,4071,,Ryanair,1125,,Economy
3549,Lima,407,,Norse Atlantic Airways,19151,,Economy
3550,Tel Aviv,3772,,United Airlines,0710,,Economy
3551,Lima,377,,Wizz Air,0015,,Economy
3552,Tel Aviv,4822,,Blue Air,1210,,Economy
3553,Lima,482,,Norse Atlantic Airways,17251,,Economy
3554,Tel Aviv,4881,,Spirit Airlines,1255,,Economy
3555,Lima,488,,easyJet,17251,,Economy
3556,Tel Aviv,4541,,Ryanair,1255,,Economy
3557,Lima,454,,Norse Atlantic Airways,21561,,Economy
3558,Tel Aviv,5092,,Spirit Airlines,1315,,Economy
3559,Lima,509,,Wizz Air UK,17251,,Economy
3560,Tel Aviv,6553,,Ryanair UK,0750,,Economy
3561,Lima,655,,Norse Atlantic Airways,1940,,Economy
3562,Tel Aviv,657,,Frontier Airlines,0750,,Economy
3563,Lima,657,,Wizz Air UK,1940,,Economy
3564,Tel Aviv,657,,Ryanair UK,0750,,Economy
3565,Lima,657,,Norse Atlantic Airways,1940,,Economy
3566,Tel Aviv,657,,Spirit Airlines,0750,,Economy
3567,Lima,657,,Wizz Air UK,1940,,Economy
3568,Tel Aviv,658,,Norse Atlantic Airways,0750,,Economy
3569,Lima,658,,Spirit Airlines,1940,,Economy
3570,Tel Aviv,6591,,Wizz Air,0750,,Economy
3571,Lima,659,,Ryanair,1940,,Economy
3572,Tel Aviv,4851,,Norse Atlantic Airways,1255,,Economy
3573,Lima,485,,Spirit Airlines,21561,,Economy
3574,Tel Aviv,4692,,Wizz Air,0710,,Economy
3575,Lima,469,,Ryanair,19151,,Economy
3576,Tel Aviv,391,,Norse Atlantic Airways,2050,,Economy
3577,Lima,391,,Spirit Airlines,1915,,Economy
3578,Tel Aviv,391,,Wizz Air,2050,,Economy
3579,Lima,391,,Blue Air,1915,,Economy
3580,Tel Aviv,391,,Norse Atlantic Airways,2050,,Economy
3581,Lima,391,,Spirit Airlines,1915,,Economy
3582,Tel Aviv,3922,,Wizz Air,2035,,Economy
3583,Lima,392,,Ryanair,1915,,Economy
3584,Tel Aviv,654,,Norse Atlantic Airways,0515,,Economy
3585,Lima,654,,Frontier Airlines,1915,,Economy
3586,Tel Aviv,654,,Ryanair,0515,,Economy
3587,Lima,654,,Norse Atlantic Airways,1915,,Economy
3588,Tel Aviv,4782,,Delta Air Lines,0710,,Economy
3589,Lima,478,,Ryanair,19151,,Economy
3590,Tel Aviv,4782,,Norse Atlantic Airways,0710,,Economy
3591,Lima,478,,Spirit Airlines,19151,,Economy
3592,Tel Aviv,4782,,Wizz Air,0710,,Economy
3593,Lima,478,,Norse Atlantic Airways,19151,,Economy
3594,Tel Aviv,4782,,Spirit Airlines,0710,,Economy
3595,Lima,478,,Wizz Air,19151,,Economy
3596,Tel Aviv,655,,Ryanair,0515,,Economy
3597,Lima,655,,Norse Atlantic Airways,1915,,Economy
3598,Tel Aviv,655,,Spirit Airlines,0515,,Economy
3599,Lima,655,,Wizz Air,1915,,Economy
3600,Tel Aviv,655,,Blue Air,0515,,Economy
3601,Lima,655,,Norse Atlantic Airways,1915,,Economy
3602,Tel Aviv,75,,Spirit Airlines,2035,,Economy
3603,Casablanca,75,,Ryanair,10051,,Economy
3604,Tel Aviv,107,,Norse Atlantic Airways,1110,,Economy
3605,Casablanca,107,,Delta Air Lines,2120,,Economy
3606,Tel Aviv,86,,Wizz Air,2035,,Economy
3607,Casablanca,86,,Ryanair,09351,,Economy
3608,Tel Aviv,97,,TUI fly Belgium,2220,,Economy
3609,Casablanca,97,,Wizz Air,10051,,Economy
3610,Tel Aviv,871,,Ryanair,0740,,Economy
3611,Casablanca,87,,TUI fly Belgium,2120,,Economy
3612,Tel Aviv,116,,Aegean,1110,,Economy
3613,Casablanca,116,,TUI fly Belgium,2120,,Economy
3614,Tel Aviv,116,,Aegean,1110,,Economy
3615,Casablanca,116,,TUI fly Belgium,2120,,Economy
3616,Tel Aviv,117,,Wizz Air,1110,,Economy
3617,Casablanca,117,,Ryanair,2120,,Economy
3618,Tel Aviv,63,,TUI fly Belgium,1705,,Economy
3619,Casablanca,63,,Wizz Air,10051,,Economy
3620,Tel Aviv,911,,Ryanair,2035,,Economy
3621,Casablanca,91,,TUI fly Belgium,10051,,Economy
3622,Tel Aviv,1162,,Wizz Air,1120,,Economy
3623,Casablanca,116,,Ryanair,2210,,Economy
3624,Tel Aviv,1162,,TUI fly Belgium,1120,,Economy
3625,Casablanca,116,,Wizz Air,2210,,Economy
3626,Tel Aviv,1161,,Ryanair,1120,,Economy
3627,Casablanca,116,,TUI fly Belgium,2210,,Economy
3628,Tel Aviv,1162,,Wizz Air,1120,,Economy
3629,Casablanca,116,,Ryanair,2210,,Economy
3630,Tel Aviv,1182,,TUI fly Belgium,1120,,Economy
